ID;Objeto;Decisão;Instância;Data Citação;Data Decisão;Status;Justiça;UF;Tribunal;Num. Litisconsortes
23;Objeto 1;Favorável;1;22/02/2018;;Encerrado;Est;BA;1 VSJE DO CONSUMIDOR DE SALVADOR;0
23;Objeto 1;Favorável;2;22/02/2018;;Encerrado;Est;BA;1 VSJE DO CONSUMIDOR DE SALVADOR;0
23;Objeto 1;Favorável;3;22/02/2018;;Encerrado;Est;BA;1 VSJE DO CONSUMIDOR DE SALVADOR;0
29;Objeto 2;Favorável;1;22/02/2018;;Encerrado;Trb;RN;4 VARA DO TRABALHO DE NATAL;0
29;Objeto 2;Favorável;2;22/02/2018;;Encerrado;Trb;RN;4 VARA DO TRABALHO DE NATAL;0
29;Objeto 2;Favorável;3;22/02/2018;;Encerrado;Trb;RN;4 VARA DO TRABALHO DE NATAL;0
51;Objeto 3;Favorável;1;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
51;Objeto 4;Favorável;1;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
51;Objeto 5;Favorável;1;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
51;Objeto 3;Favorável;2;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
51;Objeto 4;Favorável;2;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
51;Objeto 5;Favorável;2;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
51;Objeto 3;Favorável;3;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
51;Objeto 4;Favorável;3;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
51;Objeto 5;Favorável;3;27/02/2018;;Encerrado;Fed;BA;23 VARA FEDERAL DE SALVADOR;0
64;Objeto 6;Favorável;1;27/02/2018;;Encerrado;Est;RJ;27 VARA CÍVEL DE RIO DE JANEIRO;0
64;Objeto 6;Favorável;2;27/02/2018;;Encerrado;Est;RJ;27 VARA CÍVEL DE RIO DE JANEIRO;0
64;Objeto 6;Favorável;3;27/02/2018;;Encerrado;Est;RJ;27 VARA CÍVEL DE RIO DE JANEIRO;0
69;Objeto 6;Favorável;1;01/03/2018;;Encerrado;Est;RJ;11 VARA CÍVEL DE RIO DE JANEIRO;0
69;Objeto 6;Favorável;2;01/03/2018;;Encerrado;Est;RJ;11 VARA CÍVEL DE RIO DE JANEIRO;0
69;Objeto 6;Favorável;3;01/03/2018;;Encerrado;Est;RJ;11 VARA CÍVEL DE RIO DE JANEIRO;0
73;Objeto 6;Favorável;1;01/03/2018;;Encerrado;Est;RJ;22 VARA CÍVEL DE RIO DE JANEIRO;0
73;Objeto 6;Favorável;2;01/03/2018;;Encerrado;Est;RJ;22 VARA CÍVEL DE RIO DE JANEIRO;0
73;Objeto 6;Favorável;3;01/03/2018;;Encerrado;Est;RJ;22 VARA CÍVEL DE RIO DE JANEIRO;0
76;Objeto 3;Favorável;1;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
76;Objeto 3;Favorável;2;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
76;Objeto 3;Favorável;3;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 3;Favorável;1;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 4;Favorável;1;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 5;Favorável;1;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 3;Favorável;2;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 4;Favorável;2;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 5;Favorável;2;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 3;Favorável;3;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 4;Favorável;3;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
77;Objeto 5;Favorável;3;01/03/2018;;Encerrado;Fed;AL;14 VARA FEDERAL DE MACEIÓ;0
82;Objeto 7;Favorável;1;02/03/2018;;Encerrado;Est;RN;3 JUIZADO ESPECIAL CÍVEL DE NATAL;0
82;Objeto 7;Favorável;2;02/03/2018;;Encerrado;Est;RN;3 JUIZADO ESPECIAL CÍVEL DE NATAL;0
82;Objeto 7;Favorável;3;02/03/2018;;Encerrado;Est;RN;3 JUIZADO ESPECIAL CÍVEL DE NATAL;0
88;Objeto 8;Favorável;1;05/03/2018;;Encerrado;Trb;RJ;75 VARA DO TRABALHO DE RIO DE JANEIRO;0
105;Objeto 2;Favorável;1;07/03/2018;;Encerrado;Est;RJ;48 VARA CÍVEL DE RIO DE JANEIRO;0
105;Objeto 2;Favorável;2;07/03/2018;;Encerrado;Est;RJ;48 VARA CÍVEL DE RIO DE JANEIRO;0
105;Objeto 2;Favorável;3;07/03/2018;;Encerrado;Est;RJ;48 VARA CÍVEL DE RIO DE JANEIRO;0
112;Objeto 6;Favorável;1;08/03/2018;;Encerrado;Est;RJ;23 VARA CÍVEL DE RIO DE JANEIRO;0
112;Objeto 6;Favorável;2;08/03/2018;;Encerrado;Est;RJ;23 VARA CÍVEL DE RIO DE JANEIRO;0
112;Objeto 6;Favorável;3;08/03/2018;;Encerrado;Est;RJ;23 VARA CÍVEL DE RIO DE JANEIRO;0
119;Objeto 8;Favorável;1;08/03/2018;;Encerrado;Trb;RJ;53 VARA DO TRABALHO DE RIO DE JANEIRO;0
122;Objeto 9;Favorável;1;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 10;Favorável;1;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 11;Favorável;1;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 8;Favorável;1;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 12;Favorável;1;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 9;Favorável;2;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 10;Favorável;2;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 11;Favorável;2;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 8;Favorável;2;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 12;Favorável;2;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 9;Favorável;3;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 10;Favorável;3;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 11;Favorável;3;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 8;Favorável;3;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
122;Objeto 12;Favorável;3;12/03/2018;;Encerrado;Est;BA;8 VARA CÍVEL E COMERCIAL DE SALVADOR;0
181;Objeto 4;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
181;Objeto 5;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
181;Objeto 3;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
181;Objeto 4;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
181;Objeto 5;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
181;Objeto 3;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
181;Objeto 4;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
181;Objeto 5;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
181;Objeto 3;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
182;Objeto 3;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
182;Objeto 3;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
182;Objeto 3;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 5;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 3;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 4;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 5;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 3;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 4;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 5;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 3;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
183;Objeto 4;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 3;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 4;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 5;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 3;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 4;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 5;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 3;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 4;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
184;Objeto 5;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 4;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 5;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 3;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 4;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 5;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 3;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 4;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 5;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
185;Objeto 3;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 3;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 4;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 5;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 3;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 4;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 5;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 3;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 4;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
186;Objeto 5;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 3;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 4;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 5;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 3;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 4;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 5;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 3;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 4;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
187;Objeto 5;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 3;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 4;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 5;Favorável;1;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 3;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 4;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 5;Favorável;2;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 3;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 4;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
188;Objeto 5;Favorável;3;19/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
203;Objeto 12;Favorável;1;20/03/2018;;Encerrado;Est;RN;15 VARA CÍVEL DE NATAL;0
203;Objeto 12;Favorável;2;20/03/2018;;Encerrado;Est;RN;15 VARA CÍVEL DE NATAL;0
203;Objeto 12;Favorável;3;20/03/2018;;Encerrado;Est;RN;15 VARA CÍVEL DE NATAL;0
218;Objeto 8;Favorável;1;20/03/2018;;Encerrado;Est;RJ;19 VARA DO TRABALHO DE RIO DE JANEIRO;0
218;Objeto 8;Favorável;2;20/03/2018;;Encerrado;Est;RJ;19 VARA DO TRABALHO DE RIO DE JANEIRO;0
218;Objeto 8;Favorável;3;20/03/2018;;Encerrado;Est;RJ;19 VARA DO TRABALHO DE RIO DE JANEIRO;0
224;Objeto 6;Favorável;1;21/03/2018;;Encerrado;Est;RJ;52 VARA CÍVEL DE RIO DE JANEIRO;0
224;Objeto 6;Favorável;2;21/03/2018;;Encerrado;Est;RJ;52 VARA CÍVEL DE RIO DE JANEIRO;0
224;Objeto 6;Favorável;3;21/03/2018;;Encerrado;Est;RJ;52 VARA CÍVEL DE RIO DE JANEIRO;0
225;Objeto 6;Favorável;1;21/03/2018;;Encerrado;Est;RJ;20 VARA CÍVEL DE RIO DE JANEIRO;0
225;Objeto 6;Favorável;2;21/03/2018;;Encerrado;Est;RJ;20 VARA CÍVEL DE RIO DE JANEIRO;0
225;Objeto 6;Favorável;3;21/03/2018;;Encerrado;Est;RJ;20 VARA CÍVEL DE RIO DE JANEIRO;0
226;Objeto 6;Favorável;1;21/03/2018;;Encerrado;Est;RJ;20 VARA CÍVEL DE RIO DE JANEIRO;0
226;Objeto 6;Favorável;2;21/03/2018;;Encerrado;Est;RJ;20 VARA CÍVEL DE RIO DE JANEIRO;0
226;Objeto 6;Favorável;3;21/03/2018;;Encerrado;Est;RJ;20 VARA CÍVEL DE RIO DE JANEIRO;0
238;Objeto 10;Favorável;1;22/03/2018;;Encerrado;Est;RN;3 CÂMARA CÍVEL DE NATAL;0
238;Objeto 10;Favorável;2;22/03/2018;;Encerrado;Est;RN;3 CÂMARA CÍVEL DE NATAL;0
238;Objeto 10;Favorável;3;22/03/2018;;Encerrado;Est;RN;3 CÂMARA CÍVEL DE NATAL;0
284;Objeto 6;Favorável;1;27/03/2018;;Encerrado;Est;RJ;18 VARA CÍVEL DE RIO DE JANEIRO;0
284;Objeto 6;Favorável;2;27/03/2018;;Encerrado;Est;RJ;18 VARA CÍVEL DE RIO DE JANEIRO;0
284;Objeto 6;Favorável;3;27/03/2018;;Encerrado;Est;RJ;18 VARA CÍVEL DE RIO DE JANEIRO;0
291;Objeto 9;Favorável;1;27/03/2018;;Encerrado;Trb;BA;23 VARA DO TRABALHO DE SALVADOR;0
291;Objeto 9;Favorável;2;27/03/2018;;Encerrado;Trb;BA;23 VARA DO TRABALHO DE SALVADOR;0
291;Objeto 9;Favorável;3;27/03/2018;;Encerrado;Trb;BA;23 VARA DO TRABALHO DE SALVADOR;0
296;Objeto 13;Favorável;1;28/03/2018;;Encerrado;Est;SE;22 VARA CÍVEL DE ARACAJU;0
296;Objeto 13;Favorável;2;28/03/2018;;Encerrado;Est;SE;22 VARA CÍVEL DE ARACAJU;0
296;Objeto 13;Favorável;3;28/03/2018;;Encerrado;Est;SE;22 VARA CÍVEL DE ARACAJU;0
299;Objeto 3;Favorável;1;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
299;Objeto 4;Favorável;1;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
299;Objeto 5;Favorável;1;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
299;Objeto 3;Favorável;2;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
299;Objeto 4;Favorável;2;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
299;Objeto 5;Favorável;2;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
299;Objeto 3;Favorável;3;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
299;Objeto 4;Favorável;3;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
299;Objeto 5;Favorável;3;23/03/2018;;Encerrado;Fed;BA;21 VARA FEDERAL DE SALVADOR;0
325;Objeto 14;Favorável;1;27/04/2018;;Encerrado;Trb;RN;1 VARA DO TRABALHO DE MOSSORÓ;0
325;Objeto 14;Favorável;2;27/04/2018;;Encerrado;Trb;RN;1 VARA DO TRABALHO DE MOSSORÓ;0
325;Objeto 14;Favorável;3;27/04/2018;;Encerrado;Trb;RN;1 VARA DO TRABALHO DE MOSSORÓ;0
364;Objeto 10;Favorável;1;02/04/2018;;Encerrado;Est;CE;18 VARA CÍVEL DE FORTALEZA;0
364;Objeto 12;Favorável;1;02/04/2018;;Encerrado;Est;CE;18 VARA CÍVEL DE FORTALEZA;0
364;Objeto 10;Favorável;2;02/04/2018;;Encerrado;Est;CE;18 VARA CÍVEL DE FORTALEZA;0
364;Objeto 12;Favorável;2;02/04/2018;;Encerrado;Est;CE;18 VARA CÍVEL DE FORTALEZA;0
364;Objeto 10;Favorável;3;02/04/2018;;Encerrado;Est;CE;18 VARA CÍVEL DE FORTALEZA;0
364;Objeto 12;Favorável;3;02/04/2018;;Encerrado;Est;CE;18 VARA CÍVEL DE FORTALEZA;0
365;Objeto 1;Favorável;1;06/04/2018;;Encerrado;Est;BA;10 VARA FEDERAL DE SALVADOR;0
365;Objeto 7;Favorável;1;06/04/2018;;Encerrado;Est;BA;10 VARA FEDERAL DE SALVADOR;0
365;Objeto 1;Favorável;2;06/04/2018;;Encerrado;Est;BA;10 VARA FEDERAL DE SALVADOR;0
365;Objeto 7;Favorável;2;06/04/2018;;Encerrado;Est;BA;10 VARA FEDERAL DE SALVADOR;0
365;Objeto 1;Favorável;3;06/04/2018;;Encerrado;Est;BA;10 VARA FEDERAL DE SALVADOR;0
365;Objeto 7;Favorável;3;06/04/2018;;Encerrado;Est;BA;10 VARA FEDERAL DE SALVADOR;0
372;Objeto 6;Favorável;1;10/04/2018;;Encerrado;Est;RJ;25 VARA CÍVEL DE RIO DE JANEIRO;0
372;Objeto 6;Favorável;2;10/04/2018;;Encerrado;Est;RJ;25 VARA CÍVEL DE RIO DE JANEIRO;0
372;Objeto 6;Favorável;3;10/04/2018;;Encerrado;Est;RJ;25 VARA CÍVEL DE RIO DE JANEIRO;0
391;Objeto 15;Favorável;1;11/04/2018;;Encerrado;Trb;RJ;52 VARA DO TRABALHO DE RIO DE JANEIRO;0
391;Objeto 15;Favorável;2;11/04/2018;;Encerrado;Trb;RJ;52 VARA DO TRABALHO DE RIO DE JANEIRO;0
391;Objeto 15;Favorável;3;11/04/2018;;Encerrado;Trb;RJ;52 VARA DO TRABALHO DE RIO DE JANEIRO;0
392;Objeto 9;Favorável;1;11/04/2018;;Encerrado;Est;RN;1 VARA CÍVEL DE NATAL;0
392;Objeto 9;Favorável;2;11/04/2018;;Encerrado;Est;RN;1 VARA CÍVEL DE NATAL;0
392;Objeto 9;Favorável;3;11/04/2018;;Encerrado;Est;RN;1 VARA CÍVEL DE NATAL;0
399;Objeto 8;Favorável;1;11/04/2018;;Encerrado;Est;RN;4 VARA CÍVEL DE NATAL;0
399;Objeto 8;Favorável;2;11/04/2018;;Encerrado;Est;RN;4 VARA CÍVEL DE NATAL;0
399;Objeto 8;Favorável;3;11/04/2018;;Encerrado;Est;RN;4 VARA CÍVEL DE NATAL;0
428;Objeto 2;Favorável;1;16/04/2018;;Encerrado;Est;SE;4 JUIZADO ESPECIAL CÍVEL DE ARACAJU;0
428;Objeto 2;Favorável;2;16/04/2018;;Encerrado;Est;SE;4 JUIZADO ESPECIAL CÍVEL DE ARACAJU;0
428;Objeto 2;Favorável;3;16/04/2018;;Encerrado;Est;SE;4 JUIZADO ESPECIAL CÍVEL DE ARACAJU;0
429;Objeto 3;Favorável;1;17/04/2018;;Encerrado;Est;RN;16 JUIZADO ESPECIAL CÍVEL DE NATAL;0
429;Objeto 16;Favorável;1;17/04/2018;;Encerrado;Est;RN;16 JUIZADO ESPECIAL CÍVEL DE NATAL;0
429;Objeto 3;Favorável;2;17/04/2018;;Encerrado;Est;RN;16 JUIZADO ESPECIAL CÍVEL DE NATAL;0
429;Objeto 16;Favorável;2;17/04/2018;;Encerrado;Est;RN;16 JUIZADO ESPECIAL CÍVEL DE NATAL;0
429;Objeto 3;Favorável;3;17/04/2018;;Encerrado;Est;RN;16 JUIZADO ESPECIAL CÍVEL DE NATAL;0
429;Objeto 16;Favorável;3;17/04/2018;;Encerrado;Est;RN;16 JUIZADO ESPECIAL CÍVEL DE NATAL;0
432;Objeto 6;Favorável;1;18/04/2018;;Encerrado;Est;RJ;51 VARA CÍVEL DE RIO DE JANEIRO;0
432;Objeto 6;Favorável;2;18/04/2018;;Encerrado;Est;RJ;51 VARA CÍVEL DE RIO DE JANEIRO;0
432;Objeto 6;Favorável;3;18/04/2018;;Encerrado;Est;RJ;51 VARA CÍVEL DE RIO DE JANEIRO;0
440;Objeto 6;Favorável;1;18/04/2018;;Encerrado;Est;RJ;38 VARA CÍVEL DE RIO DE JANEIRO;0
440;Objeto 6;Favorável;2;18/04/2018;;Encerrado;Est;RJ;38 VARA CÍVEL DE RIO DE JANEIRO;0
440;Objeto 6;Favorável;3;18/04/2018;;Encerrado;Est;RJ;38 VARA CÍVEL DE RIO DE JANEIRO;0
479;Objeto 6;Favorável;1;24/04/2018;;Encerrado;Est;RJ;6 VARA CÍVEL DE RIO DE JANEIRO;0
479;Objeto 6;Favorável;2;24/04/2018;;Encerrado;Est;RJ;6 VARA CÍVEL DE RIO DE JANEIRO;0
479;Objeto 6;Favorável;3;24/04/2018;;Encerrado;Est;RJ;6 VARA CÍVEL DE RIO DE JANEIRO;0
515;Objeto 17;Favorável;1;27/04/2018;;Encerrado;Est;RJ;1 JUIZADO ESPECIAL ADJUNTO CÍVEL DE RIO DAS OSTRAS;0
515;Objeto 17;Favorável;2;27/04/2018;;Encerrado;Est;RJ;1 JUIZADO ESPECIAL ADJUNTO CÍVEL DE RIO DAS OSTRAS;0
515;Objeto 17;Favorável;3;27/04/2018;;Encerrado;Est;RJ;1 JUIZADO ESPECIAL ADJUNTO CÍVEL DE RIO DAS OSTRAS;0
521;Objeto 17;Favorável;1;26/04/2018;;Encerrado;Est;PE;2 VARA CÍVEL DE JABOATÃO DOS GUARARAPES;0
521;Objeto 17;Favorável;2;26/04/2018;;Encerrado;Est;PE;2 VARA CÍVEL DE JABOATÃO DOS GUARARAPES;0
521;Objeto 17;Favorável;3;26/04/2018;;Encerrado;Est;PE;2 VARA CÍVEL DE JABOATÃO DOS GUARARAPES;0
545;Objeto 17;Favorável;1;27/04/2018;;Encerrado;Est;SE;21 VARA CÍVEL DE ARACAJU;0
545;Objeto 17;Favorável;2;27/04/2018;;Encerrado;Est;SE;21 VARA CÍVEL DE ARACAJU;0
545;Objeto 17;Favorável;3;27/04/2018;;Encerrado;Est;SE;21 VARA CÍVEL DE ARACAJU;0
555;Objeto 1;Favorável;1;03/05/2018;;Encerrado;Est;BA;1 JUIZADO ESPECIAL CÍVEL DE ALAGOINHAS;0
555;Objeto 1;Favorável;2;03/05/2018;;Encerrado;Est;BA;1 JUIZADO ESPECIAL CÍVEL DE ALAGOINHAS;0
555;Objeto 1;Favorável;3;03/05/2018;;Encerrado;Est;BA;1 JUIZADO ESPECIAL CÍVEL DE ALAGOINHAS;0
558;Objeto 6;Favorável;1;03/05/2018;;Encerrado;Est;RJ;2 VARA CÍVEL DE RIO DE JANEIRO;0
558;Objeto 6;Favorável;2;03/05/2018;;Encerrado;Est;RJ;2 VARA CÍVEL DE RIO DE JANEIRO;0
558;Objeto 6;Favorável;3;03/05/2018;;Encerrado;Est;RJ;2 VARA CÍVEL DE RIO DE JANEIRO;0
571;Objeto 18;Favorável;1;04/05/2018;;Encerrado;Est;BA;13 VARA FEDERAL DE SALVADOR;0
571;Objeto 18;Favorável;2;04/05/2018;;Encerrado;Est;BA;13 VARA FEDERAL DE SALVADOR;0
